Total_Spend,Orders,Quantity,Recency
10.07333861052279,-0.4510003419781973,19.586483270224768,1.6766555805938064
0.3126084819888536,0.9382196333121796,0.05169846752111686,0.1945363662641637
4.171718588933431,28.444775144061644,6.482590333198662,-0.11845775353215836
0.29854930345709535,0.10468764813795346,0.10419117140554127,-1.1126743693557697
-0.12250925237265922,-0.03423434939108423,-0.09640594700993771,-0.9193544718345119
-0.23613009574897845,-0.4510003419781973,-0.27102453340098215,0.6456161271470985
-0.12163464923751513,-0.3120783444491596,-0.1424709728676979,-0.670800317878609
-0.013229329144165304,0.10468764813795346,-0.22817334655655405,1.0230502127838397
-0.19542226786857125,-0.4510003419781973,-0.2276377067209987,-0.772063121342125
-0.051313347619140214,0.38253164319602884,-0.0064184546366387275,-0.6615946084728349
-0.19100512084199484,-0.17315634692012194,-0.23701140384321737,-0.9193544718345119
-0.11229618793367532,0.24360964566699117,-0.15746888826324773,-0.28416052283609355
-0.20934637772043718,-0.3120783444491596,-0.18907163856101344,1.9896497003901286
0.6628014495396773,0.24360964566699117,2.347718622629129,-0.09084062531483582
-0.21977073771806446,-0.4510003419781973,-0.25361623874543326,1.087490178624259
-0.1973065428187517,-0.3120783444491596,-0.23754704367877272,-1.029822984703802
-0.19271287038875173,-0.4510003419781973,-0.24799202047210206,0.010422178148680142
-0.2067546638429001,-0.4510003419781973,-0.2603117366898751,1.2808100761455168
0.1005573411262791,-0.03423434939108423,-0.005347174965528025,-0.06322349709751328
-0.2305962918143817,-0.4510003419781973,-0.2833442496187552,0.2681820415103571
-0.15866887648758465,-0.3120783444491596,-0.19469585683434462,-1.0114115658922536
0.4992185677398359,1.354985625899293,0.7298184993341914,-0.6615946084728349
0.11612500946911156,-0.03423434939108423,0.11490396811664828,0.7652903494221628
0.2852697787904579,2.8831275987187075,0.438698248709858,1.5569813583187422
-0.09888560652813251,-0.3120783444491596,-0.14327443262103093,-0.6800060272843832
-0.020884112547169605,0.5214536407250665,-0.08060457186105485,0.22215349448148625
-0.2049385918894969,-0.3120783444491596,-0.25629443792321,-1.0574401129211246
-0.20117672855744748,-0.03423434939108423,-0.23513666441877362,1.345250041985936
-0.13570853821955867,-0.4510003419781973,-0.0559651394255087,-1.1218800787615437
-0.1134222060373318,-0.3120783444491596,-0.12988343673214714,1.1519301444646783
-0.23090253664304836,-0.4510003419781973,-0.2613830163609858,-0.4314518733284804
-0.206865660876871,-0.4510003419781973,-0.24986675989654578,1.391278589014807
0.0131959888228796,0.24360964566699117,-0.07551599342327901,-0.08163491590906163
-0.07250575722560582,-0.17315634692012194,-0.12211665911659456,1.603009905347613
-0.2434345029724602,-0.4510003419781973,-0.2817373301120892,2.109323922665193
0.04177170715890264,0.24360964566699117,-0.0015976961166405677,-0.9653830188633827
-0.100569284428968,-0.3120783444491596,-0.19790969584767673,0.617998998929776
-0.17882887994675478,-0.4510003419781973,-0.23942178310321643,-0.8457087965883184
-0.22885510942606732,-0.4510003419781973,-0.2319228254054415,-0.05401778769173911
0.28764484785470246,0.38253164319602884,0.8575686001141426,0.1945363662641637
-0.03361533861226408,0.24360964566699117,-0.04123504394773655,1.5845984865360647
-0.19762616078404138,-0.3120783444491596,-0.23620794408988433,-0.5511260956035448
-0.16829486022881893,-0.3120783444491596,-0.20433737387434095,1.6858612899995806
-0.19851413705580848,-0.4510003419781973,-0.255490978169877,1.2716043667397425
-0.2026290511947051,-0.3120783444491596,0.25095648634770745,-0.007989240662868215
-0.04314904771079968,1.0771416308412174,0.025719935496682337,1.0414616315953882
-0.13419068721284835,-0.3120783444491596,-0.14327443262103093,1.1243130162473558
-0.171872174275471,-0.17315634692012194,-0.1906785580676795,-0.9101487624287377
-0.20867772088928727,-0.4510003419781973,-0.2841477093720883,1.2163701103050975
-0.05287532997670644,-0.3120783444491596,-0.22388822787211127,-1.2415543010366081
-0.15445366382401557,-0.03423434939108423,-0.23727922376099503,-1.0942629505442212
-0.20719998929244596,-0.4510003419781973,-0.2782556711809794,-0.5143032579804481
-0.0913658918050205,-0.17315634692012194,-0.11434988150104196,-0.1828977193725776
-0.06419435281441228,-0.3120783444491596,-0.08355059095660927,0.7008503835817436
-0.20117271661646058,-0.3120783444491596,-0.2694176138943161,1.0230502127838397
-0.1981503877396629,-0.4510003419781973,-0.2212100286943345,-1.1034686599499954
-0.2042645858036978,-0.17315634692012194,-0.03534300575662768,1.3728671702032584
-0.22491939531791888,-0.4510003419781973,-0.26566813504542863,-1.039028694109576
-0.19867461469528447,-0.3120783444491596,-0.23352974491210757,-0.9377658906460602
-0.21957682723703098,-0.3120783444491596,-0.2603117366898751,0.5627647424951309
2.1124360863360834,3.2998935913058207,5.890172675074443,-1.2323485916308339
-0.22998380215704836,-0.4510003419781973,-0.27209581307209285,1.1151073068415815
-0.1821908864937766,-0.3120783444491596,-0.21103287181878283,-1.1587029163846405
0.1419405124061477,0.10468764813795346,0.17864510854773505,-1.2139371728192856
-0.1482311433533344,-0.3120783444491596,0.0316119736877912,1.5569813583187422
0.0428268476384572,0.10468764813795346,0.05303756711000524,-0.9561773094576086
0.16269963238602816,0.5214536407250665,0.16337937323440754,-0.09084062531483582
-0.026228017941719778,0.10468764813795346,-0.11033258273437684,-0.9469716000518343
0.0836095650839532,0.10468764813795346,0.09026453568110214,-1.1771143351961888
-0.1998982566962888,-0.3120783444491596,-0.2648646752920956,0.04724501577177685
0.14530251895316948,-0.03423434939108423,0.0002770433078031611,1.0506673410011622
-0.16909323648521193,-0.4510003419781973,-0.2576335375120984,-0.14607488174948088
-0.0699728851492099,0.24360964566699117,-0.10952912298104381,-1.1679086257904148
-0.22676087623090574,-0.4510003419781973,-0.255490978169877,-1.1679086257904148
1.9696845394538867,4.5501915690671595,2.2614806091047175,-1.2415543010366081
-0.19431764678351154,-0.4510003419781973,-0.1906785580676795,0.157713528641067
-0.2254182133139567,-0.4510003419781973,-0.27156017323653747,-0.7352402837190283
-0.12366469137688628,-0.03423434939108423,-0.1609505471943575,0.4983247766547116
-0.155713413293902,-0.3120783444491596,-0.14488135212769698,-0.6339774802555124
0.027318021096765954,0.10468764813795346,0.10445899132331894,-0.9009430530229635
-0.23276942651561894,-0.4510003419781973,-0.27986259068764546,1.547775648912968
-0.19292416594739514,-0.3120783444491596,-0.2222813083654452,-0.6063603520381898
5.375671320887745,1.4939076234283306,7.210257049800606,-0.3854233262996095
-0.16728385110012026,-0.17315634692012194,-0.15612978867435934,0.2497706226988088
0.040423694987304346,0.38253164319602884,0.20649837999661333,1.6122156147533873
-0.10625286749374233,-0.03423434939108423,-0.14006059360769882,-1.1679086257904148
-0.04736158574704419,-0.03423434939108423,-0.02007727044330018,-0.670800317878609
-0.23326556988433217,-0.4510003419781973,-0.25227713915654487,-1.0850572411384471
1.3003202693766087,0.5214536407250665,1.0161179914385265,-0.05401778769173911
-0.12821289514236806,-0.3120783444491596,-0.18157268086323852,-0.8180916683709959
-0.15818075700084525,-0.17315634692012194,-0.23674358392543968,-0.11845775353215836
-0.1676877198261348,-0.3120783444491596,-0.2123719714076712,1.9436211533612575
-0.18661873202965137,-0.4510003419781973,-0.24558164121210296,1.3268386231743876
-0.03402589390659015,0.24360964566699117,0.022238276565572555,0.0012164687429059632
0.027618916670783356,0.38253164319602884,-0.0005264164455298655,-0.9193544718345119
0.3087583559550924,0.5214536407250665,0.347907296583226,-0.2749548134303194
-0.0020627600639616206,-0.17315634692012194,0.0798195588877728,-1.1034686599499954
